$DATA1 SOURCE='HSPICE' VERSION='F-2011.09 32-BIT'
$OPTION MEASFORM=3
.TITLE '$standard cell gate characterization'
delay_nand,delay_nor,delay_inv,risetime,temper,alter#
3.1399995e-11, 3.8876021e-11, 2.0462570e-11, 2.8000000e-10,  25.00000000,57
3.1580304e-11, 3.9226708e-11, 2.0710483e-11, 2.8500000e-10,  25.00000000,58
3.1654995e-11, 3.9312682e-11, 2.0709250e-11, 2.9000000e-10,  25.00000000,59
3.1716253e-11, 3.9395374e-11, 2.0700321e-11, 2.9500000e-10,  25.00000000,60
3.1780875e-11, 3.9484688e-11, 2.0691257e-11, 3.0000000e-10,  25.00000000,61
3.1847214e-11, 3.9587386e-11, 2.0680979e-11, 3.0500000e-10,  25.00000000,62
3.1915213e-11, 3.9629951e-11, 2.0668316e-11, 3.1000000e-10,  25.00000000,63
3.1990908e-11, 3.9686015e-11, 2.0647991e-11, 3.1500000e-10,  25.00000000,64
3.2075980e-11, 3.9737401e-11, 2.0642690e-11, 3.2000000e-10,  25.00000000,65
3.2175084e-11, 3.9791590e-11, 2.0642033e-11, 3.2500000e-10,  25.00000000,66
3.2286254e-11, 3.9855611e-11, 2.0645912e-11, 3.3000000e-10,  25.00000000,67
3.2406997e-11, 3.9919440e-11, 2.0654065e-11, 3.3500000e-10,  25.00000000,68
3.2534509e-11, 3.9974133e-11, 2.0666475e-11, 3.4000000e-10,  25.00000000,69
3.2342275e-11, 4.0033348e-11, 2.0357684e-11, 3.4500000e-10,  25.00000000,70
3.2433123e-11, 4.0082757e-11, 2.0340635e-11, 3.5000000e-10,  25.00000000,71
3.2528483e-11, 4.0132493e-11, 2.0327223e-11, 3.5500000e-10,  25.00000000,72
3.2627349e-11, 4.0176493e-11, 2.0317466e-11, 3.6000000e-10,  25.00000000,73
3.2595161e-11, 4.0188690e-11, 2.0434026e-11, 3.6500000e-10,  25.00000000,74
3.2655477e-11, 4.0208337e-11, 2.0404034e-11, 3.7000000e-10,  25.00000000,75
3.2720658e-11, 4.0226049e-11, 2.0373970e-11, 3.7500000e-10,  25.00000000,76
3.2768827e-11, 4.0286373e-11, 2.0358515e-11, 3.8000000e-10,  25.00000000,77
3.2836274e-11, 4.0298605e-11, 2.0332064e-11, 3.8500000e-10,  25.00000000,78
3.3248304e-11, 4.0341558e-11, 2.0335591e-11, 3.9000000e-10,  25.00000000,79
3.3313121e-11, 4.0357262e-11, 2.0296402e-11, 3.9500000e-10,  25.00000000,80
3.3341934e-11, 4.0373959e-11, 2.0218340e-11, 4.0000000e-10,  25.00000000,81
