$DATA1 SOURCE='HSPICE' VERSION='F-2011.09 32-BIT'
$OPTION MEASFORM=3
.TITLE '$standard cell gate characterization'
delay_nand,delay_nor,delay_inv,risetime,temper,alter#
1.6292030e-11, 1.0973708e-11, 6.6852216e-12,   0.,  25.00000000,1
1.6563782e-11, 1.1760531e-11, 7.3322734e-12, 5.0000000e-12,  25.00000000,2
1.7576690e-11, 1.3010147e-11, 8.6133634e-12, 1.0000000e-11,  25.00000000,3
1.8508782e-11, 1.4274866e-11, 9.7994928e-12, 1.5000000e-11,  25.00000000,4
1.9644917e-11, 1.5636168e-11, 1.1214933e-11, 2.0000000e-11,  25.00000000,5
2.0828126e-11, 1.7031531e-11, 1.2603334e-11, 2.5000000e-11,  25.00000000,6
2.2047992e-11, 1.8440969e-11, 1.3861264e-11, 3.0000000e-11,  25.00000000,7
2.3281205e-11, 1.9862049e-11, 1.5234294e-11, 3.5000000e-11,  25.00000000,8
2.4494356e-11, 2.1265706e-11, 1.6326799e-11, 4.0000000e-11,  25.00000000,9
2.5779847e-11, 2.2730112e-11, 1.7623784e-11, 4.5000000e-11,  25.00000000,10
2.7023437e-11, 2.4023390e-11, 1.8549366e-11, 5.0000000e-11,  25.00000000,11
2.8294255e-11, 2.5115349e-11, 1.9417557e-11, 5.5000000e-11,  25.00000000,12
2.9503138e-11, 2.6681776e-11, 2.0192080e-11, 6.0000000e-11,  25.00000000,13
3.0668280e-11, 2.7912969e-11, 2.1229194e-11, 6.5000000e-11,  25.00000000,14
3.1845247e-11, 2.9162056e-11, 2.2157129e-11, 7.0000000e-11,  25.00000000,15
3.3013250e-11, 3.0160083e-11, 2.2960469e-11, 7.5000000e-11,  25.00000000,16
3.4137500e-11, 3.1462564e-11, 2.4010536e-11, 8.0000000e-11,  25.00000000,17
3.5082794e-11, 3.2531532e-11, 2.4505653e-11, 8.5000000e-11,  25.00000000,18
3.6057017e-11, 3.3393482e-11, 2.5198645e-11, 9.0000000e-11,  25.00000000,19
3.7094731e-11, 3.4571858e-11, 2.6074137e-11, 9.5000000e-11,  25.00000000,20
3.8114920e-11, 3.5630170e-11, 2.6961393e-11, 1.0000000e-10,  25.00000000,21
3.9060403e-11, 3.6646785e-11, 2.7324219e-11, 1.0500000e-10,  25.00000000,22
4.0051950e-11, 3.7655801e-11, 2.8170247e-11, 1.1000000e-10,  25.00000000,23
4.0998370e-11, 3.8694277e-11, 2.9130257e-11, 1.1500000e-10,  25.00000000,24
4.1954784e-11, 3.9650198e-11, 2.9570436e-11, 1.2000000e-10,  25.00000000,25
4.2830582e-11, 4.0589331e-11, 3.0364704e-11, 1.2500000e-10,  25.00000000,26
4.3681232e-11, 4.1497521e-11, 3.1144191e-11, 1.3000000e-10,  25.00000000,27
4.4584533e-11, 4.2410947e-11, 3.1877594e-11, 1.3500000e-10,  25.00000000,28
4.5477560e-11, 4.3344952e-11, 3.2509207e-11, 1.4000000e-10,  25.00000000,29
4.6282480e-11, 4.4260184e-11, 3.3014772e-11, 1.4500000e-10,  25.00000000,30
4.7145981e-11, 4.5102537e-11, 3.3771450e-11, 1.5000000e-10,  25.00000000,31
4.7937298e-11, 4.5952437e-11, 3.4475258e-11, 1.5500000e-10,  25.00000000,32
4.8712352e-11, 4.6815382e-11, 3.5054338e-11, 1.6000000e-10,  25.00000000,33
4.9541458e-11, 4.7625049e-11, 3.5635090e-11, 1.6500000e-10,  25.00000000,34
5.0373020e-11, 4.8491826e-11, 3.6173666e-11, 1.7000000e-10,  25.00000000,35
5.1118234e-11, 4.9302818e-11, 3.6902823e-11, 1.7500000e-10,  25.00000000,36
5.1850490e-11, 5.0114219e-11, 3.7512662e-11, 1.8000000e-10,  25.00000000,37
5.2648203e-11, 5.0899442e-11, 3.8061388e-11, 1.8500000e-10,  25.00000000,38
5.3370791e-11, 5.1685471e-11, 3.8613888e-11, 1.9000000e-10,  25.00000000,39
5.4081677e-11, 5.2445275e-11, 3.9162092e-11, 1.9500000e-10,  25.00000000,40
5.4784608e-11, 5.3106211e-11, 3.9713453e-11, 2.0000000e-10,  25.00000000,41
5.5583942e-11, 5.4018219e-11, 4.0345388e-11, 2.0500000e-10,  25.00000000,42
5.6262887e-11, 5.4693922e-11, 4.0865523e-11, 2.1000000e-10,  25.00000000,43
5.6948769e-11, 5.5111064e-11, 4.1443152e-11, 2.1500000e-10,  25.00000000,44
5.7776845e-11, 5.6223854e-11, 4.2097488e-11, 2.2000000e-10,  25.00000000,45
5.8427966e-11, 5.6987228e-11, 4.2571914e-11, 2.2500000e-10,  25.00000000,46
5.9102242e-11, 5.7677609e-11, 4.2947020e-11, 2.3000000e-10,  25.00000000,47
5.9685954e-11, 5.8188062e-11, 4.3533317e-11, 2.3500000e-10,  25.00000000,48
6.0437829e-11, 5.9006510e-11, 4.3771043e-11, 2.4000000e-10,  25.00000000,49
6.1078668e-11, 5.9773870e-11, 4.4155547e-11, 2.4500000e-10,  25.00000000,50
6.1699449e-11, 6.0351655e-11, 4.4576709e-11, 2.5000000e-10,  25.00000000,51
6.2343985e-11, 6.1109515e-11, 4.5047560e-11, 2.5500000e-10,  25.00000000,52
6.2916293e-11, 6.1727325e-11, 4.5451507e-11, 2.6000000e-10,  25.00000000,53
6.3805143e-11, 6.2597355e-11, 4.6815428e-11, 2.6500000e-10,  25.00000000,54
6.4399771e-11, 6.3193550e-11, 4.7183044e-11, 2.7000000e-10,  25.00000000,55
6.5092620e-11, 6.3911878e-11, 4.7459666e-11, 2.7500000e-10,  25.00000000,56
6.5721501e-11, 6.4618760e-11, 4.8270841e-11, 2.8000000e-10,  25.00000000,57
6.6324103e-11, 6.5267144e-11, 4.8694344e-11, 2.8500000e-10,  25.00000000,58
6.6897084e-11, 6.5798155e-11, 4.9149358e-11, 2.9000000e-10,  25.00000000,59
6.7489971e-11, 6.6326580e-11, 4.9636515e-11, 2.9500000e-10,  25.00000000,60
6.8067291e-11, 6.6736375e-11, 5.0141087e-11, 3.0000000e-10,  25.00000000,61
6.8779922e-11, 6.7751746e-11, 5.0632526e-11, 3.0500000e-10,  25.00000000,62
6.9324115e-11, 6.8071521e-11, 5.1103430e-11, 3.1000000e-10,  25.00000000,63
